city,state,permalink,created_at,lat,long,zika_cases,color
Barahona,Dominican Republic,Dominican_Republic_Barahona_20160416,2016-04-16 00:00:00,18.1922,-71.2399,1.00746944319,0
Tenerife,Colombia,Colombia_Magdalena_Tenerife_20160416,2016-04-16 00:00:00,9.898413,-74.858425,1.00939015715,0
La Jagua Del Pilar,Colombia,Colombia_Guajira_La_Jagua_Del_Pilar_20160416,2016-04-16 00:00:00,10.5089602,-73.0715178,1.0,3
Independencia,Dominican Republic,Dominican_Republic_Independencia_20160416,2016-04-16 00:00:00,18.4127,-71.6199,1.01685960034,0
Chinu,Colombia,Colombia_Cordoba_Chinu_20160416,2016-04-16 00:00:00,9.105964,-75.401527,1.0034146026,0
Monsenor Nouel,Dominican Republic,Dominican_Republic_Monsenor_Nouel_20160416,2016-04-16 00:00:00,18.9215,-70.3837,1.00448166591,0
Barranca De Upia,Colombia,Colombia_Meta_Barranca_De_Upia_20160416,2016-04-16 00:00:00,4.567588,-72.966577,1.00064023799,0
Valparaiso,Colombia,Colombia_Caqueta_Valparaiso_20160416,2016-04-16 00:00:00,5.615156,-75.625274,1.00064023799,0
Barahona,Dominican Republic,Dominican_Republic_Barahona_20160416,2016-04-16 00:00:00,18.1922,-71.2399,1.00746944319,0
Monte Plata,Dominican Republic,Dominican_Republic_Monte_Plata_20160416,2016-04-16 00:00:00,18.8981,-69.7644,1.0017073013,0
La Tebaida,Colombia,Colombia_Quindio_La_Tebaida_20160416,2016-04-16 00:00:00,4.4536,-75.7915,1.00256095195,0
Funes,Colombia,Colombia_Narino_Funes_20160416,2016-04-16 00:00:00,1.0012,-77.4489,1.0,2
Cerrito,Colombia,Colombia_Santander_Cerrito_20160416,2016-04-16 00:00:00,6.839006,-72.696951,1.00021341266,0
Alcala,Colombia,Colombia_Valle_Del_Cauca_Alcala_20160416,2016-04-16 00:00:00,4.6735,-75.7792,1.00789626851,0
Independencia,Dominican Republic,Dominican_Republic_Independencia_20160416,2016-04-16 00:00:00,18.4127,-71.6199,1.01685960034,0
San Antonio Del Tequendama,Colombia,Colombia_Cundinamarca_San_Antonio_Del_Tequendama_20160416,2016-04-16 00:00:00,4.6162489,-74.3521491,1.00490849124,0
Barahona,Dominican Republic,Dominican_Republic_Barahona_20160416,2016-04-16 00:00:00,18.1922,-71.2399,1.00746944319,0
Pedernales,Dominican Republic,Dominican_Republic_Pedernales_20160416,2016-04-16 00:00:00,18.0396,-71.7415,1.00277436461,0
Independencia,Dominican Republic,Dominican_Republic_Independencia_20160416,2016-04-16 00:00:00,18.4127,-71.6199,1.01685960034,0
Sacama,Colombia,Colombia_Casanare_Sacama_20160416,2016-04-16 00:00:00,6.0986,-72.2484,1.0,0
Samana,Dominican Republic,Dominican_Republic_Samana_20160416,2016-04-16 00:00:00,19.2081,-69.3325,1.00064023799,0
Barahona,Dominican Republic,Dominican_Republic_Barahona_20160416,2016-04-16 00:00:00,18.1922,-71.2399,1.00746944319,0
Independencia,Dominican Republic,Dominican_Republic_Independencia_20160416,2016-04-16 00:00:00,18.4127,-71.6199,1.01685960034,0
Concepcion,Colombia,Colombia_Santander_Concepcion_20160416,2016-04-16 00:00:00,6.3944,-75.2566,1.00021341266,0
Sabanalarga,Colombia,Colombia_Casanare_Sabanalarga_20160416,2016-04-16 00:00:00,10.6324,-74.9202,1.00106706331,0
Para,Brazil,Brazil_Para_20160416,2016-04-16 00:00:00,-1.9981271,-54.9306152,1.051219039,0
Natagaima,Colombia,Colombia_Tolima_Natagaima_20160416,2016-04-16 00:00:00,3.6255,-75.0932,1.01109745845,0
San Pedro de Macoris,Dominican Republic,Dominican_Republic_San_Pedro_de_Macoris_20160416,2016-04-16 00:00:00,18.5434,-69.4308,1.00746944319,0
Independencia,Dominican Republic,Dominican_Republic_Independencia_20160416,2016-04-16 00:00:00,18.4127,-71.6199,1.01685960034,0
Chihuahua,Mexico,Mexico_Chihuahua_20160416,2016-04-16 00:00:00,28.633,-106.0691,1.0,2
San Juan,Dominican Republic,Dominican_Republic_San_Juan_20160416,2016-04-16 00:00:00,18.8811,-71.2874,1.00064023799,0
Anserma,Colombia,Colombia_Caldas_Anserma_20160416,2016-04-16 00:00:00,5.242598,-75.781831,1.00277436461,0
Chachagui,Colombia,Colombia_Narino_Chachagui_20160416,2016-04-16 00:00:00,1.3599,-77.2828,1.0,2
Barahona,Dominican Republic,Dominican_Republic_Barahona_20160416,2016-04-16 00:00:00,18.1922,-71.2399,1.00746944319,0
Algeciras,Colombia,Colombia_Huila_Algeciras_20160416,2016-04-16 00:00:00,2.523477,-75.3156939,1.01515229904,0
Cordoba,Argentina,Argentina_Cordoba_20160416,2016-04-16 00:00:00,-31.4200833,-64.1887761,1.07042617862,0
Calarca,Colombia,Colombia_Quindio_Calarca_20160416,2016-04-16 00:00:00,4.5304,-75.6404,1.00448166591,0
Confines,Colombia,Colombia_Santander_Confines_20160416,2016-04-16 00:00:00,6.3566,-73.2418,1.0,2
Fonseca,Colombia,Colombia_Guajira_Fonseca_20160416,2016-04-16 00:00:00,10.886123,-72.851515,1.0085365065,0
Bojaca,Colombia,Colombia_Cundinamarca_Bojaca_20160416,2016-04-16 00:00:00,4.732618,-74.341776,1.0,2
Sanchez Ramirez,Dominican Republic,Dominican_Republic_Sanchez_Ramirez_20160416,2016-04-16 00:00:00,18.9809,-70.0979,1.00277436461,0
Chima,Colombia,Colombia_Santander_Chima_20160416,2016-04-16 00:00:00,9.1494,-75.628,1.0,3
Circasia,Colombia,Colombia_Quindio_Circasia_20160416,2016-04-16 00:00:00,4.6161,-75.6356,1.0017073013,0
Barahona,Dominican Republic,Dominican_Republic_Barahona_20160416,2016-04-16 00:00:00,18.1922,-71.2399,1.00746944319,0
Juan De Acosta,Colombia,Colombia_Atlantico_Juan_De_Acosta_20160416,2016-04-16 00:00:00,10.829092,-75.035858,1.00298777727,0
Hato Corozal,Colombia,Colombia_Casanare_Hato_Corozal_20160416,2016-04-16 00:00:00,3.1876,-73.7583,1.00085365065,0
Independencia,Dominican Republic,Dominican_Republic_Independencia_20160416,2016-04-16 00:00:00,18.4127,-71.6199,1.01685960034,0
Oaxaca,Mexico,Mexico_Oaxaca_20160416,2016-04-16 00:00:00,17.0542,-96.7132,1.22621742223,0
Roraima,Brazil,Brazil_Roraima_20160416,2016-04-16 00:00:00,2.7375971,-62.0750998,1.04481665912,0
Caicedonia,Colombia,Colombia_Valle_Del_Cauca_Caicedonia_20160416,2016-04-16 00:00:00,4.3329,-75.8271,1.00533531656,0
San Cristobal,Dominican Republic,Dominican_Republic_San_Cristobal_20160416,2016-04-16 00:00:00,18.5373,-70.1932,1.01856690164,0
Independencia,Dominican Republic,Dominican_Republic_Independencia_20160416,2016-04-16 00:00:00,18.4127,-71.6199,1.01685960034,0
Michoacan de Ocampo,Mexico,Mexico_Michoacan_de_Ocampo_20160416,2016-04-16 00:00:00,19.5665,-101.7068,1.00426825325,0
Cordoba,Colombia,Colombia_Quindio_Cordoba_20160416,2016-04-16 00:00:00,8.0493,-75.574,1.00021341266,0
Cimitarra,Colombia,Colombia_Santander_Cimitarra_20160416,2016-04-16 00:00:00,6.3152,-73.9489,1.00426825325,0
Guachucal,Colombia,Colombia_Narino_Guachucal_20160416,2016-04-16 00:00:00,0.9601,-77.7311,1.0,2
Independencia,Dominican Republic,Dominican_Republic_Independencia_20160416,2016-04-16 00:00:00,18.4127,-71.6199,1.01685960034,0
Guamal,Colombia,Colombia_Magdalena_Guamal_20160416,2016-04-16 00:00:00,3.880475,-73.7698769,1.00426825325,0
San Jose de Ocoa,Dominican Republic,Dominican_Republic_San_Jose_de_Ocoa_20160416,2016-04-16 00:00:00,18.659,-70.4789,1.0034146026,0
El Santuario,Colombia,Colombia_Antioquia_El_Santuario_20160416,2016-04-16 00:00:00,6.139611,-75.264509,1.0,3
San Carlos,Colombia,Colombia_Antioquia_San_Carlos_20160416,2016-04-16 00:00:00,8.797145,-75.698571,1.00149388864,0
Aranzazu,Colombia,Colombia_Caldas_Aranzazu_20160416,2016-04-16 00:00:00,5.271896,-75.490582,1.0,3
Chima,Colombia,Colombia_Cordoba_Chima_20160416,2016-04-16 00:00:00,9.149379,-75.628032,1.00192071396,0
Palmas Del Socorro,Colombia,Colombia_Santander_Palmas_Del_Socorro_20160416,2016-04-16 00:00:00,6.4059,-73.2876,1.00064023799,0
Barahona,Dominican Republic,Dominican_Republic_Barahona_20160416,2016-04-16 00:00:00,18.1922,-71.2399,1.00746944319,0
Supata,Colombia,Colombia_Cundinamarca_Supata_20160416,2016-04-16 00:00:00,5.061607,-74.235546,1.0,2
Distrito Nacional,Dominican Republic,Dominican_Republic_Distrito_Nacional_20160416,2016-04-16 00:00:00,18.4861,-69.9312,1.16603505141,0
Valle De San Jose,Colombia,Colombia_Santander_Valle_De_San_Jose_20160416,2016-04-16 00:00:00,6.4481,-73.1438,1.00021341266,0
Misiones,Argentina,Argentina_Misiones_20160416,2016-04-16 00:00:00,-27.4269255,-55.9467076,1.01280475975,0
Quibdo,Colombia,Colombia_Choco_Quibdo_20160416,2016-04-16 00:00:00,5.695633,-76.649812,1.0017073013,0
Narino,Colombia,Colombia_Narino_Narino_20160416,2016-04-16 00:00:00,1.2892,-77.3579,1.00042682532,0
San Martin,Colombia,Colombia_Cesar_San_Martin_20160416,2016-04-16 00:00:00,3.698492,-73.697308,1.00362801526,0
Guayabetal,Colombia,Colombia_Cundinamarca_Guayabetal_20160416,2016-04-16 00:00:00,4.2157,-73.81476,1.00064023799,0
Santa Rosa De Osos,Colombia,Colombia_Antioquia_Santa_Rosa_De_Osos_20160416,2016-04-16 00:00:00,6.648271,-75.460901,1.0,3
Tello,Colombia,Colombia_Huila_Tello_20160416,2016-04-16 00:00:00,3.0673499,-75.1381059,1.00384142792,0
Villeta,Colombia,Colombia_Cundinamarca_Villeta_20160416,2016-04-16 00:00:00,5.011706,-74.470362,1.02945094742,1
Gama,Colombia,Colombia_Cundinamarca_Gama_20160416,2016-04-16 00:00:00,4.762033,-73.610321,1.0,2
Distrito Nacional,Dominican Republic,Dominican_Republic_Distrito_Nacional_20160416,2016-04-16 00:00:00,18.4861,-69.9312,1.16603505141,0
Cachira,Colombia,Colombia_Norte_Santander_Cachira_20160416,2016-04-16 00:00:00,7.7419,-73.0485,1.00085365065,0
Santo Domingo,Dominican Republic,Dominican_Republic_Santo_Domingo_20160416,2016-04-16 00:00:00,18.4861,-69.9312,1.31350320119,0
Distrito Nacional,Dominican Republic,Dominican_Republic_Distrito_Nacional_20160416,2016-04-16 00:00:00,18.4861,-69.9312,1.16603505141,0
Yumbo,Colombia,Colombia_Valle_Del_Cauca_Yumbo_20160416,2016-04-16 00:00:00,3.5453,-76.495,1.13103537477,0
Liborina,Colombia,Colombia_Antioquia_Liborina_20160416,2016-04-16 00:00:00,6.67745,-75.811744,1.00021341266,0
Cacota,Colombia,Colombia_Norte_Santander_Cacota_20160416,2016-04-16 00:00:00,7.2687,-72.6425,1.0,2
Barahona,Dominican Republic,Dominican_Republic_Barahona_20160416,2016-04-16 00:00:00,18.1922,-71.2399,1.00746944319,0
Magangue,Colombia,Colombia_Bolivar_Magangue_20160416,2016-04-16 00:00:00,9.2414156,-74.7527587,1.01237793442,0
Distrito Federal,Brazil,Brazil_Distrito_Federal_20160416,2016-04-16 00:00:00,-15.7997654,-47.8644715,1.01493888637,0
Plato,Colombia,Colombia_Magdalena_Plato_20160416,2016-04-16 00:00:00,9.791337,-74.7975249,1.01643277501,0
Aguascalientes,Mexico,Mexico_Aguascalientes_20160416,2016-04-16 00:00:00,21.8853,-102.2916,1.0,2
Mahates,Colombia,Colombia_Bolivar_Mahates_20160416,2016-04-16 00:00:00,10.235048,-75.191297,1.00746944319,0
Sabanalarga,Colombia,Colombia_Atlantico_Sabanalarga_20160416,2016-04-16 00:00:00,10.632409,-74.920163,1.01621936235,0
Chinacota,Colombia,Colombia_Norte_Santander_Chinacota_20160416,2016-04-16 00:00:00,7.6002,-72.6025,1.01984737761,0
Puerto Lopez,Colombia,Colombia_Meta_Puerto_Lopez_20160416,2016-04-16 00:00:00,4.091354,-72.955918,1.00896333182,0
Amaga,Colombia,Colombia_Antioquia_Amaga_20160416,2016-04-16 00:00:00,6.037113,-75.702277,1.00106706331,0
Pijino Del Carmen,Colombia,Colombia_Magdalena_Pijino_Del_Carmen_20160416,2016-04-16 00:00:00,9.3302391,-74.4532954,1.00064023799,0
San Diego,Colombia,Colombia_Cesar_San_Diego_20160416,2016-04-16 00:00:00,10.333974,-73.180718,1.00213412662,0
San Carlos,Colombia,Colombia_Cordoba_San_Carlos_20160416,2016-04-16 00:00:00,8.797145,-75.698571,1.0051219039,0
Tona,Colombia,Colombia_Santander_Tona_20160416,2016-04-16 00:00:00,7.2018,-72.9668,1.0,0
Santo Domingo,Dominican Republic,Dominican_Republic_Santo_Domingo_20160416,2016-04-16 00:00:00,18.4861,-69.9312,1.31350320119,0
Distrito Nacional,Dominican Republic,Dominican_Republic_Distrito_Nacional_20160416,2016-04-16 00:00:00,18.4861,-69.9312,1.16603505141,0
Parana,Brazil,Brazil_Parana_20160416,2016-04-16 00:00:00,-25.2520888,-52.0215415,1.02134126625,0
Ariguani,Colombia,Colombia_Magdalena_Ariguani_20160416,2016-04-16 00:00:00,10.24999,-73.99861,1.00085365065,0
Santo Domingo,Dominican Republic,Dominican_Republic_Santo_Domingo_20160416,2016-04-16 00:00:00,18.4861,-69.9312,1.31350320119,0
Vetas,Colombia,Colombia_Santander_Vetas_20160416,2016-04-16 00:00:00,7.3092,-72.8711,1.0,3
Alejandria,Colombia,Colombia_Antioquia_Alejandria_20160416,2016-04-16 00:00:00,6.37488,-75.141637,1.0,2
Santo Domingo,Dominican Republic,Dominican_Republic_Santo_Domingo_20160416,2016-04-16 00:00:00,18.4861,-69.9312,1.31350320119,0
San Marcos,Colombia,Colombia_Sucre_San_Marcos_20160416,2016-04-16 00:00:00,8.6626,-75.1289,1.01685960034,0
Olaya Herrera,Colombia,Colombia_Narino_Olaya_Herrera_20160416,2016-04-16 00:00:00,6.2186,-75.5868,1.0,3
Acandi,Colombia,Colombia_Choco_Acandi_20160416,2016-04-16 00:00:00,8.510109,-77.27898,1.00106706331,0
Pueblorrico,Colombia,Colombia_Antioquia_Pueblorrico_20160416,2016-04-16 00:00:00,5.794161,-75.840589,1.0,3
Zapatoca,Colombia,Colombia_Santander_Zapatoca_20160416,2016-04-16 00:00:00,6.8139,-73.2725,1.00085365065,0
Zarzal,Colombia,Colombia_Valle_Del_Cauca_Zarzal_20160416,2016-04-16 00:00:00,4.3949,-76.0729,1.11417577443,0
Viani,Colombia,Colombia_Cundinamarca_Viani_20160416,2016-04-16 00:00:00,4.875749,-74.560517,1.00042682532,1
Distrito Nacional,Dominican Republic,Dominican_Republic_Distrito_Nacional_20160416,2016-04-16 00:00:00,18.4861,-69.9312,1.16603505141,0
Mendoza,Argentina,Argentina_Mendoza_20160416,2016-04-16 00:00:00,-32.8894587,-68.8458386,1.034146026,0
Tabio,Colombia,Colombia_Cundinamarca_Tabio_20160416,2016-04-16 00:00:00,4.916962,-74.096358,1.00064023799,0
Medellin,Colombia,Colombia_Antioquia_Medellin_20160416,2016-04-16 00:00:00,6.2530408,-75.5645737,1.06637133803,0
Distrito Nacional,Dominican Republic,Dominican_Republic_Distrito_Nacional_20160416,2016-04-16 00:00:00,18.4861,-69.9312,1.16603505141,0
Arboledas,Colombia,Colombia_Norte_Santander_Arboledas_20160416,2016-04-16 00:00:00,7.6432,-72.7989,1.01216452176,0
Cordoba,Colombia,Colombia_Bolivar_Cordoba_20160416,2016-04-16 00:00:00,8.049293,-75.57405,1.0051219039,0
Valverde,Dominican Republic,Dominican_Republic_Valverde_20160416,2016-04-16 00:00:00,19.6323,-71.0498,1.00960356981,0
Distrito Nacional,Dominican Republic,Dominican_Republic_Distrito_Nacional_20160416,2016-04-16 00:00:00,18.4861,-69.9312,1.16603505141,0
Teruel,Colombia,Colombia_Huila_Teruel_20160416,2016-04-16 00:00:00,2.741117,-75.568503,1.00448166591,0
Santa Marta,Colombia,Colombia_Sta_Marta_D.E._Santa_Marta_20160416,2016-04-16 00:00:00,11.2403547,-74.2110227,1.40036215482,0
San Jose De Ure,Colombia,Colombia_Cordoba_San_Jose_De_Ure_20160416,2016-04-16 00:00:00,7.787444,-75.535839,1.00448166591,0
Santo Domingo,Dominican Republic,Dominican_Republic_Santo_Domingo_20160416,2016-04-16 00:00:00,18.4861,-69.9312,1.31350320119,0
Bochalema,Colombia,Colombia_Norte_Santander_Bochalema_20160416,2016-04-16 00:00:00,7.612,-72.6474,1.01942055229,0
Santo Domingo,Dominican Republic,Dominican_Republic_Santo_Domingo_20160416,2016-04-16 00:00:00,18.4861,-69.9312,1.31350320119,0
El Guamo,Colombia,Colombia_Bolivar_El_Guamo_20160416,2016-04-16 00:00:00,10.031243,-74.97611,1.00042682532,0
Santo Domingo,Dominican Republic,Dominican_Republic_Santo_Domingo_20160416,2016-04-16 00:00:00,18.4861,-69.9312,1.31350320119,0
Distrito Nacional,Dominican Republic,Dominican_Republic_Distrito_Nacional_20160416,2016-04-16 00:00:00,18.4861,-69.9312,1.16603505141,0
Barahona,Dominican Republic,Dominican_Republic_Barahona_20160416,2016-04-16 00:00:00,18.1922,-71.2399,1.00746944319,0
Marinilla,Colombia,Colombia_Antioquia_Marinilla_20160416,2016-04-16 00:00:00,6.176967,-75.341462,1.0,0
Bucarasica,Colombia,Colombia_Norte_Santander_Bucarasica_20160416,2016-04-16 00:00:00,8.0408,-72.868,1.00064023799,0
El Encanto,Colombia,Colombia_Amazonas_El_Encanto_20160416,2016-04-16 00:00:00,-1.7703,-73.1635,1.0,2
Santo Domingo,Dominican Republic,Dominican_Republic_Santo_Domingo_20160416,2016-04-16 00:00:00,18.4861,-69.9312,1.31350320119,0
Valledupar,Colombia,Colombia_Cesar_Valledupar_20160416,2016-04-16 00:00:00,10.4742449,-73.2436335,1.15066933971,0
Santa Lucia,Colombia,Colombia_Atlantico_Santa_Lucia_20160416,2016-04-16 00:00:00,10.323959,-74.961495,1.00106706331,0
Puerto Lleras,Colombia,Colombia_Meta_Puerto_Lleras_20160416,2016-04-16 00:00:00,3.2724,-73.3695,1.00128047597,0
Villanueva,Colombia,Colombia_Santander_Villanueva_20160416,2016-04-16 00:00:00,10.6037,-72.9819,1.0,3
Sopetran,Colombia,Colombia_Antioquia_Sopetran_20160416,2016-04-16 00:00:00,6.501534,-75.743398,1.00448166591,0
Sabanas De San Angel,Colombia,Colombia_Magdalena_Sabanas_De_San_Angel_20160416,2016-04-16 00:00:00,10.0953783,-74.1709702,1.00981698247,0
Cogua,Colombia,Colombia_Cundinamarca_Cogua_20160416,2016-04-16 00:00:00,5.061241,-73.976408,1.0,2
Abriaqui,Colombia,Colombia_Antioquia_Abriaqui_20160416,2016-04-16 00:00:00,6.634555,-76.06574,1.0,3
Distrito Nacional,Dominican Republic,Dominican_Republic_Distrito_Nacional_20160416,2016-04-16 00:00:00,18.4861,-69.9312,1.16603505141,0
El Carmen De Bolivar,Colombia,Colombia_Bolivar_El_Carmen_De_Bolivar_20160416,2016-04-16 00:00:00,9.721064,-75.115733,1.00448166591,0
Alto Baudo,Colombia,Colombia_Choco_Alto_Baudo_20160416,2016-04-16 00:00:00,5.7086757,-77.0564464,1.0,3
La Union,Colombia,Colombia_Antioquia_La_Union_20160416,2016-04-16 00:00:00,5.973839,-75.3609759,1.00021341266,0
San Onofre,Colombia,Colombia_Sucre_San_Onofre_20160416,2016-04-16 00:00:00,9.7408,-75.5199,1.00234753929,0
Mallama,Colombia,Colombia_Narino_Mallama_20160416,2016-04-16 00:00:00,1.1409,-77.8646,1.0,2
Taraza,Colombia,Colombia_Antioquia_Taraza_20160416,2016-04-16 00:00:00,7.583191,-75.399966,1.00256095195,0
Distrito Nacional,Dominican Republic,Dominican_Republic_Distrito_Nacional_20160416,2016-04-16 00:00:00,18.4861,-69.9312,1.16603505141,0
Salamina,Colombia,Colombia_Magdalena_Salamina_20160416,2016-04-16 00:00:00,5.402354,-75.486468,1.00234753929,0
Rivera,Colombia,Colombia_Huila_Rivera_20160416,2016-04-16 00:00:00,2.777781,-75.2594359,1.02091444092,0
Montecristo,Colombia,Colombia_Bolivar_Montecristo_20160416,2016-04-16 00:00:00,8.29948,-74.47563,1.00448166591,0
Angelopolis,Colombia,Colombia_Antioquia_Angelopolis_20160416,2016-04-16 00:00:00,6.11183,-75.71057,1.0,0
Santa Helena Del Opon,Colombia,Colombia_Santander_Santa_Helena_Del_Opon_20160416,2016-04-16 00:00:00,6.415,-73.583,1.0,0
La Estrella,Colombia,Colombia_Antioquia_La_Estrella_20160416,2016-04-16 00:00:00,6.138751,-75.635586,1.00064023799,0
Santo Domingo,Dominican Republic,Dominican_Republic_Santo_Domingo_20160416,2016-04-16 00:00:00,18.4861,-69.9312,1.31350320119,0
Sincelejo,Colombia,Colombia_Sucre_Sincelejo_20160416,2016-04-16 00:00:00,9.3046,-75.3906,1.17713250986,0
Distrito Nacional,Dominican Republic,Dominican_Republic_Distrito_Nacional_20160416,2016-04-16 00:00:00,18.4861,-69.9312,1.16603505141,0
Cucutilla,Colombia,Colombia_Norte_Santander_Cucutilla_20160416,2016-04-16 00:00:00,7.5394,-72.7723,1.00661579254,0
Simacota,Colombia,Colombia_Santander_Simacota_20160416,2016-04-16 00:00:00,6.4436,-73.3375,1.00192071396,0
Barahona,Dominican Republic,Dominican_Republic_Barahona_20160416,2016-04-16 00:00:00,18.1922,-71.2399,1.00746944319,0
Pueblo Bello,Colombia,Colombia_Cesar_Pueblo_Bello_20160416,2016-04-16 00:00:00,6.3367288,-75.5595887,1.00213412662,0
Zipaquira,Colombia,Colombia_Cundinamarca_Zipaquira_20160416,2016-04-16 00:00:00,5.021476,-73.990955,1.00042682532,0
Durania,Colombia,Colombia_Norte_Santander_Durania_20160416,2016-04-16 00:00:00,7.7147,-72.6562,1.01408523572,0
San Bernardo Del Viento,Colombia,Colombia_Cordoba_San_Bernardo_Del_Viento_20160416,2016-04-16 00:00:00,9.3525858,-75.9535815,1.02475586885,0
Santo Domingo,Dominican Republic,Dominican_Republic_Santo_Domingo_20160416,2016-04-16 00:00:00,18.4861,-69.9312,1.31350320119,0
Distrito Nacional,Dominican Republic,Dominican_Republic_Distrito_Nacional_20160416,2016-04-16 00:00:00,18.4861,-69.9312,1.16603505141,0
San Cristobal,Colombia,Colombia_Bolivar_San_Cristobal_20160416,2016-04-16 00:00:00,4.5591989,-74.091471,1.00042682532,0
San Carlos De Guaroa,Colombia,Colombia_Meta_San_Carlos_De_Guaroa_20160416,2016-04-16 00:00:00,3.7104,-73.2419,1.02411563086,0
San Vicente De Chucuri,Colombia,Colombia_Santander_San_Vicente_De_Chucuri_20160416,2016-04-16 00:00:00,6.8785,-73.4132,1.00768285585,0
El Carmen,Colombia,Colombia_Norte_Santander_El_Carmen_20160416,2016-04-16 00:00:00,8.5087,-73.4488,1.00320118994,0
Anza,Colombia,Colombia_Antioquia_Anza_20160416,2016-04-16 00:00:00,6.301106,-75.853255,1.0,0
Junin,Colombia,Colombia_Cundinamarca_Junin_20160416,2016-04-16 00:00:00,4.791028,-73.663027,1.0,2
Santo Domingo,Dominican Republic,Dominican_Republic_Santo_Domingo_20160416,2016-04-16 00:00:00,18.4861,-69.9312,1.31350320119,0
La Ceja,Colombia,Colombia_Antioquia_La_Ceja_20160416,2016-04-16 00:00:00,6.027632,-75.431596,1.0,0
Barahona,Dominican Republic,Dominican_Republic_Barahona_20160416,2016-04-16 00:00:00,18.1922,-71.2399,1.00746944319,0
Rio Quito,Colombia,Colombia_Choco_Rio_Quito_20160416,2016-04-16 00:00:00,5.5380856,-76.7798172,1.0,3
Santo Domingo,Dominican Republic,Dominican_Republic_Santo_Domingo_20160416,2016-04-16 00:00:00,18.4861,-69.9312,1.31350320119,0
Manaure,Colombia,Colombia_Cesar_Manaure_20160416,2016-04-16 00:00:00,11.772778,-72.444227,1.00597555455,0
Distrito Nacional,Dominican Republic,Dominican_Republic_Distrito_Nacional_20160416,2016-04-16 00:00:00,18.4861,-69.9312,1.16603505141,0
Santa Barbara,Colombia,Colombia_Antioquia_Santa_Barbara_20160416,2016-04-16 00:00:00,5.874249,-75.566421,1.00021341266,0
Rionegro,Colombia,Colombia_Antioquia_Rionegro_20160416,2016-04-16 00:00:00,6.144837,-75.375085,1.00042682532,0
Distrito Nacional,Dominican Republic,Dominican_Republic_Distrito_Nacional_20160416,2016-04-16 00:00:00,18.4861,-69.9312,1.16603505141,0
Alban,Colombia,Colombia_Cundinamarca_Alban_20160416,2016-04-16 00:00:00,4.876248,-74.437772,1.0,2
Suesca,Colombia,Colombia_Cundinamarca_Suesca_20160416,2016-04-16 00:00:00,5.103929,-73.798632,1.0,2
El Calvario,Colombia,Colombia_Meta_El_Calvario_20160416,2016-04-16 00:00:00,4.352332,-73.712966,1.0,3
Ulloa,Colombia,Colombia_Valle_Del_Cauca_Ulloa_20160416,2016-04-16 00:00:00,4.7032,-75.7387,1.00085365065,0
Sucre,Colombia,Colombia_Santander_Sucre_20160416,2016-04-16 00:00:00,8.814,-74.7233,1.00021341266,0
Andes,Colombia,Colombia_Antioquia_Andes_20160416,2016-04-16 00:00:00,5.656421,-75.879654,1.00042682532,0
Santo Domingo,Dominican Republic,Dominican_Republic_Santo_Domingo_20160416,2016-04-16 00:00:00,18.4861,-69.9312,1.31350320119,0
Sinaloa,Mexico,Mexico_Sinaloa_20160416,2016-04-16 00:00:00,25.1721,-107.4795,1.00213412662,0
Retiro,Colombia,Colombia_Antioquia_Retiro_20160416,2016-04-16 00:00:00,6.060955,-75.502582,1.0,3
Distrito Nacional,Dominican Republic,Dominican_Republic_Distrito_Nacional_20160416,2016-04-16 00:00:00,18.4861,-69.9312,1.16603505141,0
San Alberto,Colombia,Colombia_Cesar_San_Alberto_20160416,2016-04-16 00:00:00,7.761063,-73.393617,1.01344499774,0
Tamesis,Colombia,Colombia_Antioquia_Tamesis_20160416,2016-04-16 00:00:00,5.664999,-75.714701,1.0,3
Barahona,Dominican Republic,Dominican_Republic_Barahona_20160416,2016-04-16 00:00:00,18.1922,-71.2399,1.00746944319,0
Distrito Nacional,Dominican Republic,Dominican_Republic_Distrito_Nacional_20160416,2016-04-16 00:00:00,18.4861,-69.9312,1.16603505141,0
Chitaga,Colombia,Colombia_Norte_Santander_Chitaga_20160416,2016-04-16 00:00:00,7.1371,-72.6655,1.00021341266,1
Zipacon,Colombia,Colombia_Cundinamarca_Zipacon_20160416,2016-04-16 00:00:00,4.759634,-74.380049,1.0,2
Santo Domingo,Dominican Republic,Dominican_Republic_Santo_Domingo_20160416,2016-04-16 00:00:00,18.4861,-69.9312,1.31350320119,0
Distrito Nacional,Dominican Republic,Dominican_Republic_Distrito_Nacional_20160416,2016-04-16 00:00:00,18.4861,-69.9312,1.16603505141,0
Chaco,Argentina,Argentina_Chaco_20160416,2016-04-16 00:00:00,-27.4257175,-59.0243784,1.12804759749,0
Surata,Colombia,Colombia_Santander_Surata_20160416,2016-04-16 00:00:00,7.3665,-72.984,1.0,2
Vijes,Colombia,Colombia_Valle_Del_Cauca_Vijes_20160416,2016-04-16 00:00:00,3.6982,-76.4432,1.03820086658,0
La Pintada,Colombia,Colombia_Antioquia_La_Pintada_20160416,2016-04-16 00:00:00,5.746942,-75.606403,1.00106706331,0
Catamarca,Argentina,Argentina_Catamarca_20160416,2016-04-16 00:00:00,-28.469581,-65.7795441,1.03201189937,0
Mosquera,Colombia,Colombia_Narino_Mosquera_20160416,2016-04-16 00:00:00,4.706,-74.2301,1.0,3
